Simulation from altruism.c performed at Wed Oct 12 16:54:22 2022

Output files are created with the same id as this file.
Predefined parameters:
Tmax = 5000001
DeltaTime = 0.080000
DeltaSpace = 0.100000
Initial population size = 335544
Number of positions = 1048576
Initial altruism level = 0.000000
Initial p = 1.000000
Death rate = 1.000000
Birth rate = 5.000000
Mutation probability production = 0.001000
Mean mutation size production = 0.005000
Mutation probability p = 0.001000
Mean mutation size p = 0.005000
Scale of altruism = 1
Scale of competition = 4
Scale of movement = 0.080000
B0 = 1.000000
BMAX = 5.000000
alpha = 0.500000
(1 - alpha)*kappa = 0.050000
kappa = 0.100000
K = 40
Number of fields (kernel) = 7
Timestep Time Population_size As Bs Mean_altruism_all Mean_altruism_A Mean_altruism_B Mean_p_all Mean_p_A Mean_p_B Mean_cost_all Mean_cost_A Mean_cost_B Mean_benefit_all Mean_benefit_A Mean_benefit_B Mean_production_all Mean_production_A Mean_production_B Covariance_p_altruism Mean_expressed_altruism
4250000 340000.000000 397260 380654 16606 0.099332 0.098828 0.110905 0.958067 0.959227 0.931465 0.070108 0.073166 0.000000 3.156554 3.153952 3.216213 0.094697 0.094335 0.102993 -0.000470 0.094697
4312500 345000.000000 397093 378952 18141 0.089479 0.088942 0.100694 0.953946 0.955249 0.926744 0.063951 0.067013 0.000000 3.072039 3.067521 3.166423 0.084834 0.084447 0.092927 -0.000524 0.084879
4375000 350000.000000 395765 376491 19274 0.078784 0.078415 0.085989 0.951414 0.952732 0.925663 0.057341 0.060277 0.000000 2.958542 2.954878 3.030097 0.074606 0.074361 0.079390 -0.000350 0.074596
4437500 355000.000000 395468 373903 21565 0.072079 0.071979 0.073797 0.945159 0.946535 0.921288 0.052821 0.055868 0.000000 2.832168 2.832505 2.826331 0.068036 0.068038 0.067986 -0.000090 0.068054
4500000 360000.000000 395918 375307 20611 0.077701 0.077667 0.078318 0.947128 0.948579 0.920704 0.056600 0.059708 0.000000 2.933850 2.934818 2.916211 0.073554 0.073632 0.072142 -0.000039 0.073624
4562500 365000.000000 396139 376672 19467 0.079554 0.079486 0.080877 0.951119 0.952507 0.924268 0.057903 0.060895 0.000000 2.943103 2.943846 2.928712 0.075598 0.075639 0.074813 -0.000067 0.075580
4625000 370000.000000 396456 376735 19721 0.083614 0.083676 0.082426 0.950388 0.951814 0.923139 0.060554 0.063724 0.000000 3.009359 3.011207 2.974047 0.079520 0.079692 0.076236 0.000054 0.079514
4687500 375000.000000 396482 377784 18698 0.084620 0.084661 0.083781 0.953075 0.954269 0.928947 0.061184 0.064212 0.000000 3.017287 3.018266 2.997510 0.080672 0.080805 0.077984 0.000022 0.080669
4750000 380000.000000 396675 378453 18222 0.088884 0.088897 0.088608 0.954027 0.955134 0.931029 0.063669 0.066735 0.000000 3.043662 3.044050 3.035607 0.084798 0.084909 0.082486 0.000001 0.084813
4812500 385000.000000 397607 380052 17555 0.107307 0.107296 0.107545 0.955923 0.956963 0.933420 0.074979 0.078443 0.000000 3.221102 3.221949 3.202757 0.102551 0.102649 0.100418 -0.000026 0.102559
4875000 390000.000000 397267 379118 18149 0.102370 0.102269 0.104486 0.953934 0.955039 0.930855 0.071968 0.075413 0.000000 3.201280 3.201316 3.200535 0.097561 0.097578 0.097220 -0.000093 0.097596
4937500 395000.000000 397668 378796 18872 0.106032 0.105745 0.111790 0.952379 0.953467 0.930550 0.073961 0.077645 0.000000 3.224740 3.224306 3.233450 0.100715 0.100552 0.103978 -0.000268 0.100727
5000000 400000.000000 398048 377310 20738 0.105000 0.104600 0.112262 0.948247 0.949429 0.926733 0.072944 0.076953 0.000000 3.224596 3.221663 3.277947 0.099194 0.098938 0.103853 -0.000371 0.099151
