Simulation from altruism.c performed at Wed Oct 12 16:48:19 2022

Output files are created with the same id as this file.
Predefined parameters:
Tmax = 5000001
DeltaTime = 0.080000
DeltaSpace = 0.100000
Initial population size = 335544
Number of positions = 1048576
Initial altruism level = 0.000000
Initial p = 1.000000
Death rate = 1.000000
Birth rate = 5.000000
Mutation probability production = 0.001000
Mean mutation size production = 0.005000
Mutation probability p = 0.001000
Mean mutation size p = 0.005000
Scale of altruism = 1
Scale of competition = 4
Scale of movement = 0.080000
B0 = 1.000000
BMAX = 5.000000
alpha = 1.000000
(1 - alpha)*kappa = 0.000000
kappa = 0.100000
K = 40
Number of fields (kernel) = 7
Timestep Time Population_size As Bs Mean_altruism_all Mean_altruism_A Mean_altruism_B Mean_p_all Mean_p_A Mean_p_B Mean_cost_all Mean_cost_A Mean_cost_B Mean_benefit_all Mean_benefit_A Mean_benefit_B Mean_production_all Mean_production_A Mean_production_B Covariance_p_altruism Mean_expressed_altruism
4125000 330000.000000 392999 345549 47450 0.063691 0.063243 0.066953 0.878917 0.880685 0.866041 0.055607 0.063243 0.000000 2.659813 2.654281 2.700103 0.055614 0.055325 0.057713 -0.000366 0.055607
4187500 335000.000000 394743 342095 52648 0.072898 0.072460 0.075749 0.866045 0.867656 0.855581 0.062796 0.072460 0.000000 2.785358 2.781978 2.807320 0.062734 0.062468 0.064457 -0.000400 0.062796
4250000 340000.000000 394112 333295 60817 0.073896 0.072983 0.078897 0.846082 0.848094 0.835053 0.061721 0.072983 0.000000 2.764153 2.754353 2.817857 0.061756 0.061128 0.065195 -0.000766 0.061721
4312500 345000.000000 394376 325285 69091 0.073971 0.073482 0.076275 0.825051 0.826986 0.815936 0.060608 0.073482 0.000000 2.748690 2.743316 2.773989 0.060620 0.060338 0.061945 -0.000410 0.060608
4375000 350000.000000 394542 323753 70789 0.073802 0.073643 0.074529 0.820354 0.822206 0.811886 0.060430 0.073643 0.000000 2.773728 2.772614 2.778826 0.060377 0.060372 0.060398 -0.000167 0.060430
4437500 355000.000000 392915 320357 72558 0.068693 0.068319 0.070344 0.815514 0.817505 0.806726 0.055703 0.068319 0.000000 2.645643 2.642489 2.659571 0.055738 0.055561 0.056522 -0.000282 0.055703
4500000 360000.000000 392482 315799 76683 0.067869 0.067207 0.070593 0.805473 0.807737 0.796149 0.054076 0.067207 0.000000 2.636374 2.628851 2.667357 0.054153 0.053753 0.055800 -0.000514 0.054076
4562500 365000.000000 393125 311828 81297 0.065335 0.064918 0.066938 0.793520 0.795593 0.785571 0.051493 0.064918 0.000000 2.611049 2.606313 2.629212 0.051538 0.051311 0.052408 -0.000308 0.051493
4625000 370000.000000 391525 304777 86748 0.062064 0.061752 0.063161 0.779873 0.781364 0.774636 0.048070 0.061752 0.000000 2.515845 2.511682 2.530474 0.048156 0.047996 0.048720 -0.000246 0.048070
4687500 375000.000000 392244 299569 92675 0.064613 0.063994 0.066613 0.762862 0.764224 0.758457 0.048875 0.063994 0.000000 2.514989 2.508361 2.536413 0.048848 0.048463 0.050094 -0.000443 0.048875
4750000 380000.000000 393224 291297 101927 0.075309 0.074638 0.077227 0.741245 0.742977 0.736295 0.055291 0.074638 0.000000 2.655855 2.648937 2.675625 0.055327 0.054958 0.056381 -0.000496 0.055291
4812500 385000.000000 393168 286612 106556 0.070830 0.070432 0.071900 0.730246 0.731702 0.726330 0.051344 0.070432 0.000000 2.595760 2.592977 2.603247 0.051425 0.051225 0.051962 -0.000299 0.051344
4875000 390000.000000 394226 284608 109618 0.086539 0.086014 0.087902 0.721606 0.722872 0.718318 0.062097 0.086014 0.000000 2.767875 2.764293 2.777173 0.062062 0.061764 0.062834 -0.000386 0.062097
4937500 395000.000000 393491 282259 111232 0.079372 0.079268 0.079635 0.717409 0.718273 0.715216 0.056860 0.079268 0.000000 2.701878 2.701780 2.702126 0.056829 0.056809 0.056881 -0.000112 0.056860
5000000 400000.000000 393953 282458 111495 0.087601 0.087544 0.087747 0.717519 0.718059 0.716154 0.062768 0.087544 0.000000 2.741644 2.742989 2.738236 0.062793 0.062791 0.062798 -0.000063 0.062768
